# LAMMPS data file written by OVITO Basic 3.8.4

6832 atoms 
1944 bonds
5 atom types 
2 bond types

0.0 39.0999984741 xlo xhi
0.0 39.0999984741 ylo yhi
0.0 39.0999984741 zlo zhi

Masses

1 6.941  # Li
5414 4 2  0.0 3.910000 31.279999 0.000000 # shell atype 2 btype 1 
5415 1 2  0.0 3.910000 31.279999 19.549999 # core atype 2 btype 1 
5416 4 2  0.0 3.910000 31.279999 19.549999 # shell atype 2 btype 1 
5417 1 2  0.0 23.460000 11.730000 0.000000 # core atype 2 btype 1 
5418 4 2  0.0 23.460000 11.730000 0.000000 # shell atype 2 btype 1 
5419 1 2  0.0 23.460000 11.730000 19.549999 # core atype 2 btype 1 
5420 4 2  0.0 23.460000 11.730000 19.549999 # shell atype 2 btype 1 
5421 1 2  0.0 23.460000 31.279999 0.000000 # core atype 2 btype 1 
5422 4 2  0.0 23.460000 31.279999 0.000000 # shell atype 2 btype 1 
5423 1 2  0.0 23.460000 31.279999 19.549999 # core atype 2 btype 1 
5424 4 2  0.0 23.460000 31.279999 19.549999 # shell atype 2 btype 1 
5425 1 2  0.0 3.910000 0.000000 11.730000 # core atype 2 btype 1 
5426 4 2  0.0 3.910000 0.000000 11.730000 # shell atype 2 btype 1 
5427 1 2  0.0 3.910000 0.000000 31.279999 # core atype 2 btype 1 
5428 4 2  0.0 3.910000 0.000000 31.279999 # shell atype 2 btype 1 
5429 1 2  0.0 3.910000 19.549999 11.730000 # core atype 2 btype 1 
5430 4 2  0.0 3.910000 19.549999 11.730000 # shell atype 2 btype 1 
5431 1 2  0.0 3.910000 19.549999 31.279999 # core atype 2 btype 1 
5432 4 2  0.0 3.910000 19.549999 31.279999 # shell atype 2 btype 1 
5433 1 2  0.0 23.460000 0.000000 11.730000 # core atype 2 btype 1 
5434 4 2  0.0 23.460000 0.000000 11.730000 # shell atype 2 btype 1 
5435 1 2  0.0 23.460000 0.000000 31.279999 # core atype 2 btype 1 
5436 4 2  0.0 23.460000 0.000000 31.279999 # shell atype 2 btype 1 
5437 1 2  0.0 23.460000 19.549999 11.730000 # core atype 2 btype 1 
5438 4 2  0.0 23.460000 19.549999 11.730000 # shell atype 2 btype 1 
5439 1 2  0.0 23.460000 19.549999 31.279999 # core atype 2 btype 1 
5440 4 2  0.0 23.460000 19.549999 31.279999 # shell atype 2 btype 1 
5441 1 2  0.0 15.640000 0.000000 7.820000 # core atype 2 btype 1 
5442 4 2  0.0 15.640000 0.000000 7.820000 # shell atype 2 btype 1 
5443 1 2  0.0 15.640000 0.000000 27.369998 # core atype 2 btype 1 
5444 4 2  0.0 15.640000 0.000000 27.369998 # shell atype 2 btype 1 
5445 1 2  0.0 15.640000 19.549999 7.820000 # core atype 2 btype 1 
5446 4 2  0.0 15.640000 19.549999 7.820000 # shell atype 2 btype 1 
5447 1 2  0.0 15.640000 19.549999 27.369998 # core atype 2 btype 1 
5448 4 2  0.0 15.640000 19.549999 27.369998 # shell atype 2 btype 1 
5449 1 2  0.0 35.189998 0.000000 7.820000 # core atype 2 btype 1 
5450 4 2  0.0 35.189998 0.000000 7.820000 # shell atype 2 btype 1 
5451 1 2  0.0 35.189998 0.000000 27.369998 # core atype 2 btype 1 
5452 4 2  0.0 35.189998 0.000000 27.369998 # shell atype 2 btype 1 
5453 1 2  0.0 35.189998 19.549999 7.820000 # core atype 2 btype 1 
5454 4 2  0.0 35.189998 19.549999 7.820000 # shell atype 2 btype 1 
5455 1 2  0.0 35.189998 19.549999 27.369998 # core atype 2 btype 1 
5456 4 2  0.0 35.189998 19.549999 27.369998 # shell atype 2 btype 1 
5457 1 2  0.0 15.640000 0.000000 11.730000 # core atype 2 btype 1 
5458 4 2  0.0 15.640000 0.000000 11.730000 # shell atype 2 btype 1 
5459 1 2  0.0 15.640000 0.000000 31.279999 # core atype 2 btype 1 
5460 4 2  0.0 15.640000 0.000000 31.279999 # shell atype 2 btype 1 
5461 1 2  0.0 15.640000 19.549999 11.730000 # core atype 2 btype 1 
5462 4 2  0.0 15.640000 19.549999 11.730000 # shell atype 2 btype 1 
5463 1 2  0.0 15.640000 19.549999 31.279999 # core atype 2 btype 1 
5464 4 2  0.0 15.640000 19.549999 31.279999 # shell atype 2 btype 1 
5465 1 2  0.0 35.189998 0.000000 11.730000 # core atype 2 btype 1 
5466 4 2  0.0 35.189998 0.000000 11.730000 # shell atype 2 btype 1 
5467 1 2  0.0 35.189998 0.000000 31.279999 # core atype 2 btype 1 
5468 4 2  0.0 35.189998 0.000000 31.279999 # shell atype 2 btype 1 
5469 1 2  0.0 35.189998 19.549999 11.730000 # core atype 2 btype 1 
5470 4 2  0.0 35.189998 19.549999 11.730000 # shell atype 2 btype 1 
5471 1 2  0.0 35.189998 19.549999 31.279999 # core atype 2 btype 1 
5472 4 2  0.0 35.189998 19.549999 31.279999 # shell atype 2 btype 1 
5473 1 2  0.0 3.910000 0.000000 7.820000 # core atype 2 btype 1 
5474 4 2  0.0 3.910000 0.000000 7.820000 # shell atype 2 btype 1 
5475 1 2  0.0 3.910000 0.000000 27.369998 # core atype 2 btype 1 
5476 4 2  0.0 3.910000 0.000000 27.369998 # shell atype 2 btype 1 
5477 1 2  0.0 3.910000 19.549999 7.820000 # core atype 2 btype 1 
5478 4 2  0.0 3.910000 19.549999 7.820000 # shell atype 2 btype 1 
5479 1 2  0.0 3.910000 19.549999 27.369998 # core atype 2 btype 1 
5480 4 2  0.0 3.910000 19.549999 27.369998 # shell atype 2 btype 1 
5481 1 2  0.0 23.460000 0.000000 7.820000 # core atype 2 btype 1 
5482 4 2  0.0 23.460000 0.000000 7.820000 # shell atype 2 btype 1 
5483 1 2  0.0 23.460000 0.000000 27.369998 # core atype 2 btype 1 
5484 4 2  0.0 23.460000 0.000000 27.369998 # shell atype 2 btype 1 
5485 1 2  0.0 23.460000 19.549999 7.820000 # core atype 2 btype 1 
5486 4 2  0.0 23.460000 19.549999 7.820000 # shell atype 2 btype 1 
5487 1 2  0.0 23.460000 19.549999 27.369998 # core atype 2 btype 1 
5488 4 2  0.0 23.460000 19.549999 27.369998 # shell atype 2 btype 1 
5489 1 2  0.0 0.000000 7.820000 15.640000 # core atype 2 btype 1 
5490 4 2  0.0 0.000000 7.820000 15.640000 # shell atype 2 btype 1 
5491 1 2  0.0 0.000000 7.820000 35.189998 # core atype 2 btype 1 
5492 4 2  0.0 0.000000 7.820000 35.189998 # shell atype 2 btype 1 
5493 1 2  0.0 0.000000 27.369998 15.640000 # core atype 2 btype 1 
5494 4 2  0.0 0.000000 27.369998 15.640000 # shell atype 2 btype 1 
5495 1 2  0.0 0.000000 27.369998 35.189998 # core atype 2 btype 1 
5496 4 2  0.0 0.000000 27.369998 35.189998 # shell atype 2 btype 1 
5497 1 2  0.0 19.549999 7.820000 15.640000 # core atype 2 btype 1 
5498 4 2  0.0 19.549999 7.820000 15.640000 # shell atype 2 btype 1 
5499 1 2  0.0 19.549999 7.820000 35.189998 # core atype 2 btype 1 
5500 4 2  0.0 19.549999 7.820000 35.189998 # shell atype 2 btype 1 
5501 1 2  0.0 19.549999 27.369998 15.640000 # core atype 2 btype 1 
5502 4 2  0.0 19.549999 27.369998 15.640000 # shell atype 2 btype 1 
5503 1 2  0.0 19.549999 27.369998 35.189998 # core atype 2 btype 1 
5504 4 2  0.0 19.549999 27.369998 35.189998 # shell atype 2 btype 1 
5505 1 2  0.0 0.000000 11.730000 3.910000 # core atype 2 btype 1 
5506 4 2  0.0 0.000000 11.730000 3.910000 # shell atype 2 btype 1 
5507 1 2  0.0 0.000000 11.730000 23.460000 # core atype 2 btype 1 
5508 4 2  0.0 0.000000 11.730000 23.460000 # shell atype 2 btype 1 
5509 1 2  0.0 0.000000 31.279999 3.910000 # core atype 2 btype 1 
5510 4 2  0.0 0.000000 31.279999 3.910000 # shell atype 2 btype 1 
5511 1 2  0.0 0.000000 31.279999 23.460000 # core atype 2 btype 1 
5512 4 2  0.0 0.000000 31.279999 23.460000 # shell atype 2 btype 1 
5513 1 2  0.0 19.549999 11.730000 3.910000 # core atype 2 btype 1 
5514 4 2  0.0 19.549999 11.730000 3.910000 # shell atype 2 btype 1 
5515 1 2  0.0 19.549999 11.730000 23.460000 # core atype 2 btype 1 
5516 4 2  0.0 19.549999 11.730000 23.460000 # shell atype 2 btype 1 
5517 1 2  0.0 19.549999 31.279999 3.910000 # core atype 2 btype 1 
5518 4 2  0.0 19.549999 31.279999 3.910000 # shell atype 2 btype 1 
5519 1 2  0.0 19.549999 31.279999 23.460000 # core atype 2 btype 1 
5520 4 2  0.0 19.549999 31.279999 23.460000 # shell atype 2 btype 1 
5521 1 2  0.0 0.000000 7.820000 3.910000 # core atype 2 btype 1 
5522 4 2  0.0 0.000000 7.820000 3.910000 # shell atype 2 btype 1 
5523 1 2  0.0 0.000000 7.820000 23.460000 # core atype 2 btype 1 
5524 4 2  0.0 0.000000 7.820000 23.460000 # shell atype 2 btype 1 
5525 1 2  0.0 0.000000 27.369998 3.910000 # core atype 2 btype 1 
5526 4 2  0.0 0.000000 27.369998 3.910000 # shell atype 2 btype 1 
5527 1 2  0.0 0.000000 27.369998 23.460000 # core atype 2 btype 1 
5528 4 2  0.0 0.000000 27.369998 23.460000 # shell atype 2 btype 1 
5529 1 2  0.0 19.549999 7.820000 3.910000 # core atype 2 btype 1 
5530 4 2  0.0 19.549999 7.820000 3.910000 # shell atype 2 btype 1 
5531 1 2  0.0 19.549999 7.820000 23.460000 # core atype 2 btype 1 
5532 4 2  0.0 19.549999 7.820000 23.460000 # shell atype 2 btype 1 
5533 1 2  0.0 19.549999 27.369998 3.910000 # core atype 2 btype 1 
5534 4 2  0.0 19.549999 27.369998 3.910000 # shell atype 2 btype 1 
5535 1 2  0.0 19.549999 27.369998 23.460000 # core atype 2 btype 1 
5536 4 2  0.0 19.549999 27.369998 23.460000 # shell atype 2 btype 1 
5537 1 2  0.0 0.000000 11.730000 15.640000 # core atype 2 btype 1 
5538 4 2  0.0 0.000000 11.730000 15.640000 # shell atype 2 btype 1 
5539 1 2  0.0 0.000000 11.730000 35.189998 # core atype 2 btype 1 
5540 4 2  0.0 0.000000 11.730000 35.189998 # shell atype 2 btype 1 
5541 1 2  0.0 0.000000 31.279999 15.640000 # core atype 2 btype 1 
5542 4 2  0.0 0.000000 31.279999 15.640000 # shell atype 2 btype 1 
5543 1 2  0.0 0.000000 31.279999 35.189998 # core atype 2 btype 1 
5544 4 2  0.0 0.000000 31.279999 35.189998 # shell atype 2 btype 1 
5545 1 2  0.0 19.549999 11.730000 15.640000 # core atype 2 btype 1 
5546 4 2  0.0 19.549999 11.730000 15.640000 # shell atype 2 btype 1 
5547 1 2  0.0 19.549999 11.730000 35.189998 # core atype 2 btype 1 
5548 4 2  0.0 19.549999 11.730000 35.189998 # shell atype 2 btype 1 
5549 1 2  0.0 19.549999 31.279999 15.640000 # core atype 2 btype 1 
5550 4 2  0.0 19.549999 31.279999 15.640000 # shell atype 2 btype 1 
5551 1 2  0.0 19.549999 31.279999 35.189998 # core atype 2 btype 1 
5552 4 2  0.0 19.549999 31.279999 35.189998 # shell atype 2 btype 1 
5553 1 2  0.0 7.820000 3.910000 0.000000 # core atype 2 btype 1 
5554 4 2  0.0 7.820000 3.910000 0.000000 # shell atype 2 btype 1 
5555 1 2  0.0 7.820000 3.910000 19.549999 # core atype 2 btype 1 
5556 4 2  0.0 7.820000 3.910000 19.549999 # shell atype 2 btype 1 
5557 1 2  0.0 7.820000 23.460000 0.000000 # core atype 2 btype 1 
5558 4 2  0.0 7.820000 23.460000 0.000000 # shell atype 2 btype 1 
5559 1 2  0.0 7.820000 23.460000 19.549999 # core atype 2 btype 1 
5560 4 2  0.0 7.820000 23.460000 19.549999 # shell atype 2 btype 1 
5561 1 2  0.0 27.369998 3.910000 0.000000 # core atype 2 btype 1 
5562 4 2  0.0 27.369998 3.910000 0.000000 # shell atype 2 btype 1 
5563 1 2  0.0 27.369998 3.910000 19.549999 # core atype 2 btype 1 
5564 4 2  0.0 27.369998 3.910000 19.549999 # shell atype 2 btype 1 
5565 1 2  0.0 27.369998 23.460000 0.000000 # core atype 2 btype 1 
5566 4 2  0.0 27.369998 23.460000 0.000000 # shell atype 2 btype 1 
5567 1 2  0.0 27.369998 23.460000 19.549999 # core atype 2 btype 1 
5568 4 2  0.0 27.369998 23.460000 19.549999 # shell atype 2 btype 1 
5569 1 2  0.0 11.730000 15.640000 0.000000 # core atype 2 btype 1 
5570 4 2  0.0 11.730000 15.640000 0.000000 # shell atype 2 btype 1 
5571 1 2  0.0 11.730000 15.640000 19.549999 # core atype 2 btype 1 
5572 4 2  0.0 11.730000 15.640000 19.549999 # shell atype 2 btype 1 
5573 1 2  0.0 11.730000 35.189998 0.000000 # core atype 2 btype 1 
5574 4 2  0.0 11.730000 35.189998 0.000000 # shell atype 2 btype 1 
5575 1 2  0.0 11.730000 35.189998 19.549999 # core atype 2 btype 1 
5576 4 2  0.0 11.730000 35.189998 19.549999 # shell atype 2 btype 1 
5577 1 2  0.0 31.279999 15.640000 0.000000 # core atype 2 btype 1 
5578 4 2  0.0 31.279999 15.640000 0.000000 # shell atype 2 btype 1 
5579 1 2  0.0 31.279999 15.640000 19.549999 # core atype 2 btype 1 
5580 4 2  0.0 31.279999 15.640000 19.549999 # shell atype 2 btype 1 
5581 1 2  0.0 31.279999 35.189998 0.000000 # core atype 2 btype 1 
5582 4 2  0.0 31.279999 35.189998 0.000000 # shell atype 2 btype 1 
5583 1 2  0.0 31.279999 35.189998 19.549999 # core atype 2 btype 1 
5584 4 2  0.0 31.279999 35.189998 19.549999 # shell atype 2 btype 1 
5585 1 2  0.0 7.820000 15.640000 0.000000 # core atype 2 btype 1 
5586 4 2  0.0 7.820000 15.640000 0.000000 # shell atype 2 btype 1 
5587 1 2  0.0 7.820000 15.640000 19.549999 # core atype 2 btype 1 
5588 4 2  0.0 7.820000 15.640000 19.549999 # shell atype 2 btype 1 
5589 1 2  0.0 7.820000 35.189998 0.000000 # core atype 2 btype 1 
5590 4 2  0.0 7.820000 35.189998 0.000000 # shell atype 2 btype 1 
5591 1 2  0.0 7.820000 35.189998 19.549999 # core atype 2 btype 1 
5592 4 2  0.0 7.820000 35.189998 19.549999 # shell atype 2 btype 1 
5593 1 2  0.0 27.369998 15.640000 0.000000 # core atype 2 btype 1 
5594 4 2  0.0 27.369998 15.640000 0.000000 # shell atype 2 btype 1 
5595 1 2  0.0 27.369998 15.640000 19.549999 # core atype 2 btype 1 
5596 4 2  0.0 27.369998 15.640000 19.549999 # shell atype 2 btype 1 
5597 1 2  0.0 27.369998 35.189998 0.000000 # core atype 2 btype 1 
5598 4 2  0.0 27.369998 35.189998 0.000000 # shell atype 2 btype 1 
5599 1 2  0.0 27.369998 35.189998 19.549999 # core atype 2 btype 1 
5600 4 2  0.0 27.369998 35.189998 19.549999 # shell atype 2 btype 1 
5601 1 2  0.0 11.730000 3.910000 0.000000 # core atype 2 btype 1 
5602 4 2  0.0 11.730000 3.910000 0.000000 # shell atype 2 btype 1 
5603 1 2  0.0 11.730000 3.910000 19.549999 # core atype 2 btype 1 
5604 4 2  0.0 11.730000 3.910000 19.549999 # shell atype 2 btype 1 
5605 1 2  0.0 11.730000 23.460000 0.000000 # core atype 2 btype 1 
5606 4 2  0.0 11.730000 23.460000 0.000000 # shell atype 2 btype 1 
5607 1 2  0.0 11.730000 23.460000 19.549999 # core atype 2 btype 1 
5608 4 2  0.0 11.730000 23.460000 19.549999 # shell atype 2 btype 1 
5609 1 2  0.0 31.279999 3.910000 0.000000 # core atype 2 btype 1 
5610 4 2  0.0 31.279999 3.910000 0.000000 # shell atype 2 btype 1 
5611 1 2  0.0 31.279999 3.910000 19.549999 # core atype 2 btype 1 
5612 4 2  0.0 31.279999 3.910000 19.549999 # shell atype 2 btype 1 
5613 1 2  0.0 31.279999 23.460000 0.000000 # core atype 2 btype 1 
5614 4 2  0.0 31.279999 23.460000 0.000000 # shell atype 2 btype 1 
5615 1 2  0.0 31.279999 23.460000 19.549999 # core atype 2 btype 1 
5616 4 2  0.0 31.279999 23.460000 19.549999 # shell atype 2 btype 1 
5617 1 2  0.0 0.000000 7.820000 7.820000 # core atype 2 btype 1 
5618 4 2  0.0 0.000000 7.820000 7.820000 # shell atype 2 btype 1 
5619 1 2  0.0 0.000000 7.820000 27.369998 # core atype 2 btype 1 
5620 4 2  0.0 0.000000 7.820000 27.369998 # shell atype 2 btype 1 
5621 1 2  0.0 0.000000 27.369998 7.820000 # core atype 2 btype 1 
5622 4 2  0.0 0.000000 27.369998 7.820000 # shell atype 2 btype 1 
5623 1 2  0.0 0.000000 27.369998 27.369998 # core atype 2 btype 1 
5624 4 2  0.0 0.000000 27.369998 27.369998 # shell atype 2 btype 1 
5625 1 2  0.0 19.549999 7.820000 7.820000 # core atype 2 btype 1 
5626 4 2  0.0 19.549999 7.820000 7.820000 # shell atype 2 btype 1 
5627 1 2  0.0 19.549999 7.820000 27.369998 # core atype 2 btype 1 
5628 4 2  0.0 19.549999 7.820000 27.369998 # shell atype 2 btype 1 
5629 1 2  0.0 19.549999 27.369998 7.820000 # core atype 2 btype 1 
5630 4 2  0.0 19.549999 27.369998 7.820000 # shell atype 2 btype 1 
5631 1 2  0.0 19.549999 27.369998 27.369998 # core atype 2 btype 1 
5632 4 2  0.0 19.549999 27.369998 27.369998 # shell atype 2 btype 1 
5633 1 2  0.0 0.000000 11.730000 11.730000 # core atype 2 btype 1 
5634 4 2  0.0 0.000000 11.730000 11.730000 # shell atype 2 btype 1 
5635 1 2  0.0 0.000000 11.730000 31.279999 # core atype 2 btype 1 
5636 4 2  0.0 0.000000 11.730000 31.279999 # shell atype 2 btype 1 
5637 1 2  0.0 0.000000 31.279999 11.730000 # core atype 2 btype 1 
5638 4 2  0.0 0.000000 31.279999 11.730000 # shell atype 2 btype 1 
5639 1 2  0.0 0.000000 31.279999 31.279999 # core atype 2 btype 1 
5640 4 2  0.0 0.000000 31.279999 31.279999 # shell atype 2 btype 1 
5641 1 2  0.0 19.549999 11.730000 11.730000 # core atype 2 btype 1 
5642 4 2  0.0 19.549999 11.730000 11.730000 # shell atype 2 btype 1 
5643 1 2  0.0 19.549999 11.730000 31.279999 # core atype 2 btype 1 
5644 4 2  0.0 19.549999 11.730000 31.279999 # shell atype 2 btype 1 
5645 1 2  0.0 19.549999 31.279999 11.730000 # core atype 2 btype 1 
5646 4 2  0.0 19.549999 31.279999 11.730000 # shell atype 2 btype 1 
5647 1 2  0.0 19.549999 31.279999 31.279999 # core atype 2 btype 1 
5648 4 2  0.0 19.549999 31.279999 31.279999 # shell atype 2 btype 1 
5649 1 2  0.0 0.000000 11.730000 7.820000 # core atype 2 btype 1 
5650 4 2  0.0 0.000000 11.730000 7.820000 # shell atype 2 btype 1 
5651 1 2  0.0 0.000000 11.730000 27.369998 # core atype 2 btype 1 
5652 4 2  0.0 0.000000 11.730000 27.369998 # shell atype 2 btype 1 
5653 1 2  0.0 0.000000 31.279999 7.820000 # core atype 2 btype 1 
5654 4 2  0.0 0.000000 31.279999 7.820000 # shell atype 2 btype 1 
5655 1 2  0.0 0.000000 31.279999 27.369998 # core atype 2 btype 1 
5656 4 2  0.0 0.000000 31.279999 27.369998 # shell atype 2 btype 1 
5657 1 2  0.0 19.549999 11.730000 7.820000 # core atype 2 btype 1 
5658 4 2  0.0 19.549999 11.730000 7.820000 # shell atype 2 btype 1 
5659 1 2  0.0 19.549999 11.730000 27.369998 # core atype 2 btype 1 
5660 4 2  0.0 19.549999 11.730000 27.369998 # shell atype 2 btype 1 
5661 1 2  0.0 19.549999 31.279999 7.820000 # core atype 2 btype 1 
5662 4 2  0.0 19.549999 31.279999 7.820000 # shell atype 2 btype 1 
5663 1 2  0.0 19.549999 31.279999 27.369998 # core atype 2 btype 1 
5664 4 2  0.0 19.549999 31.279999 27.369998 # shell atype 2 btype 1 
5665 1 2  0.0 0.000000 7.820000 11.730000 # core atype 2 btype 1 
5666 4 2  0.0 0.000000 7.820000 11.730000 # shell atype 2 btype 1 
5667 1 2  0.0 0.000000 7.820000 31.279999 # core atype 2 btype 1 
5668 4 2  0.0 0.000000 7.820000 31.279999 # shell atype 2 btype 1 
5669 1 2  0.0 0.000000 27.369998 11.730000 # core atype 2 btype 1 
5670 4 2  0.0 0.000000 27.369998 11.730000 # shell atype 2 btype 1 
5671 1 2  0.0 0.000000 27.369998 31.279999 # core atype 2 btype 1 
5672 4 2  0.0 0.000000 27.369998 31.279999 # shell atype 2 btype 1 
5673 1 2  0.0 19.549999 7.820000 11.730000 # core atype 2 btype 1 
5674 4 2  0.0 19.549999 7.820000 11.730000 # shell atype 2 btype 1 
5675 1 2  0.0 19.549999 7.820000 31.279999 # core atype 2 btype 1 
5676 4 2  0.0 19.549999 7.820000 31.279999 # shell atype 2 btype 1 
5677 1 2  0.0 19.549999 27.369998 11.730000 # core atype 2 btype 1 
5678 4 2  0.0 19.549999 27.369998 11.730000 # shell atype 2 btype 1 
5679 1 2  0.0 19.549999 27.369998 31.279999 # core atype 2 btype 1 
5680 4 2  0.0 19.549999 27.369998 31.279999 # shell atype 2 btype 1 
5681 1 2  0.0 7.820000 0.000000 7.820000 # core atype 2 btype 1 
5682 4 2  0.0 7.820000 0.000000 7.820000 # shell atype 2 btype 1 
5683 1 2  0.0 7.820000 0.000000 27.369998 # core atype 2 btype 1 
5684 4 2  0.0 7.820000 0.000000 27.369998 # shell atype 2 btype 1 
5685 1 2  0.0 7.820000 19.549999 7.820000 # core atype 2 btype 1 
5686 4 2  0.0 7.820000 19.549999 7.820000 # shell atype 2 btype 1 
5687 1 2  0.0 7.820000 19.549999 27.369998 # core atype 2 btype 1 
5688 4 2  0.0 7.820000 19.549999 27.369998 # shell atype 2 btype 1 
5689 1 2  0.0 27.369998 0.000000 7.820000 # core atype 2 btype 1 
5690 4 2  0.0 27.369998 0.000000 7.820000 # shell atype 2 btype 1 
5691 1 2  0.0 27.369998 0.000000 27.369998 # core atype 2 btype 1 
5692 4 2  0.0 27.369998 0.000000 27.369998 # shell atype 2 btype 1 
5693 1 2  0.0 27.369998 19.549999 7.820000 # core atype 2 btype 1 
5694 4 2  0.0 27.369998 19.549999 7.820000 # shell atype 2 btype 1 
5695 1 2  0.0 27.369998 19.549999 27.369998 # core atype 2 btype 1 
5696 4 2  0.0 27.369998 19.549999 27.369998 # shell atype 2 btype 1 
5697 1 2  0.0 11.730000 0.000000 11.730000 # core atype 2 btype 1 
5698 4 2  0.0 11.730000 0.000000 11.730000 # shell atype 2 btype 1 
5699 1 2  0.0 11.730000 0.000000 31.279999 # core atype 2 btype 1 
5700 4 2  0.0 11.730000 0.000000 31.279999 # shell atype 2 btype 1 
5701 1 2  0.0 11.730000 19.549999 11.730000 # core atype 2 btype 1 
5702 4 2  0.0 11.730000 19.549999 11.730000 # shell atype 2 btype 1 
5703 1 2  0.0 11.730000 19.549999 31.279999 # core atype 2 btype 1 
5704 4 2  0.0 11.730000 19.549999 31.279999 # shell atype 2 btype 1 
5705 1 2  0.0 31.279999 0.000000 11.730000 # core atype 2 btype 1 
5706 4 2  0.0 31.279999 0.000000 11.730000 # shell atype 2 btype 1 
5707 1 2  0.0 31.279999 0.000000 31.279999 # core atype 2 btype 1 
5708 4 2  0.0 31.279999 0.000000 31.279999 # shell atype 2 btype 1 
5709 1 2  0.0 31.279999 19.549999 11.730000 # core atype 2 btype 1 
5710 4 2  0.0 31.279999 19.549999 11.730000 # shell atype 2 btype 1 
5711 1 2  0.0 31.279999 19.549999 31.279999 # core atype 2 btype 1 
5712 4 2  0.0 31.279999 19.549999 31.279999 # shell atype 2 btype 1 
5713 1 2  0.0 7.820000 0.000000 11.730000 # core atype 2 btype 1 
5714 4 2  0.0 7.820000 0.000000 11.730000 # shell atype 2 btype 1 
5715 1 2  0.0 7.820000 0.000000 31.279999 # core atype 2 btype 1 
5716 4 2  0.0 7.820000 0.000000 31.279999 # shell atype 2 btype 1 
5717 1 2  0.0 7.820000 19.549999 11.730000 # core atype 2 btype 1 
5718 4 2  0.0 7.820000 19.549999 11.730000 # shell atype 2 btype 1 
5719 1 2  0.0 7.820000 19.549999 31.279999 # core atype 2 btype 1 
5720 4 2  0.0 7.820000 19.549999 31.279999 # shell atype 2 btype 1 
5721 1 2  0.0 27.369998 0.000000 11.730000 # core atype 2 btype 1 
5722 4 2  0.0 27.369998 0.000000 11.730000 # shell atype 2 btype 1 
5723 1 2  0.0 27.369998 0.000000 31.279999 # core atype 2 btype 1 
5724 4 2  0.0 27.369998 0.000000 31.279999 # shell atype 2 btype 1 
5725 1 2  0.0 27.369998 19.549999 11.730000 # core atype 2 btype 1 
5726 4 2  0.0 27.369998 19.549999 11.730000 # shell atype 2 btype 1 
5727 1 2  0.0 27.369998 19.549999 31.279999 # core atype 2 btype 1 
5728 4 2  0.0 27.369998 19.549999 31.279999 # shell atype 2 btype 1 
5729 1 2  0.0 11.730000 0.000000 7.820000 # core atype 2 btype 1 
